locus_tag	ftype	length_bp	gene	EC_number	COG	product
FGFFFLIJ_07700	CDS	1308				Regulatory protein MsrR [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07701	CDS	897				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07702	CDS	1173				Endoglucanase A precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07703	CDS	1926				Kelch motif protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07704	CDS	1827				Cellulose synthase catalytic subunit (UDP-forming) [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07705	CDS	576				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07706	CDS	672				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07707	CDS	804				VTC domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07708	CDS	780				Alkaline phosphatase synthesis transcriptional regulatory protein PhoP [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07709	CDS	1503				D-amino acid dehydrogenase small subunit [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07710	CDS	174				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07711	CDS	1128				Sensor histidine kinase LiaS [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07712	CDS	672				Oxygen regulatory protein NreC [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07713	CDS	270				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07714	CDS	2127				putative poly(glycerol-phosphate) alpha-glucosyltransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07715	CDS	243				DNA-binding transcriptional regulator CytR [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07716	CDS	216				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07717	CDS	810				ANTAR domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07718	CDS	345				MarR family protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07719	CDS	342				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07720	CDS	363				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07721	CDS	186				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07722	CDS	144				hypothetical protein
FGFFFLIJ_07723	CDS	282				Helix-turn-helix protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07724	CDS	558				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07725	CDS	432				18 kDa heat shock protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07726	CDS	396				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07727	CDS	438				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07728	CDS	702				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07729	CDS	726				Isonitrile hydratase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07730	CDS	306				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07731	CDS	411				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07732	CDS	309				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07733	CDS	288				HNH endonuclease [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07734	CDS	1227				Cytochrome P450 107B1 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07735	CDS	1377				Rhodocoxin reductase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07736	CDS	210				Ferredoxin fas2 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07737	CDS	693				Pyrethroid hydrolase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07738	CDS	1254				Cytochrome P450 107B1 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07739	CDS	849				3-oxoacyl-[acyl-carrier-protein] reductase FabG [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07740	CDS	615				HTH-type transcriptional regulator EthR [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07741	CDS	948				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07742	CDS	339				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07743	CDS	654				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07744	CDS	1428				Non-hemolytic phospholipase C precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07745	CDS	1041				Sodium Bile acid symporter family protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07746	CDS	930				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07747	CDS	930				Protease HtpX [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07748	CDS	369				Transcriptional regulator BlaI [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07749	CDS	633				Undecaprenyl-diphosphatase BcrC [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07750	CDS	465				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07751	CDS	963				Nitrilase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07752	CDS	1323				argininosuccinate lyase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07753	CDS	1521				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07754	CDS	1323				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07755	CDS	693				Serine 3-dehydrogenase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07756	CDS	207				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07757	CDS	528				Putative acetyltransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07758	CDS	231				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07759	CDS	408				GlcNAc-binding protein A precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07760	CDS	147				GlcNAc-binding protein A precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07761	CDS	372				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07762	CDS	1272				putative transporter [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07763	CDS	1380				Alanine-anticapsin ligase BacD [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07764	CDS	1539				Asparagine synthetase B (glutamine-hydrolyzing) [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07765	CDS	1062				ubiquinone/menaquinone biosynthesis methyltransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07766	CDS	1224				Pentalenene oxygenase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07767	CDS	1209				Pentalenene oxygenase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07768	CDS	759				Transcriptional regulator KdgR [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07769	CDS	843				Transcriptional regulatory protein EmbR [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07770	CDS	618				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07771	CDS	675				Thiosulfate sulfurtransferase GlpE [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07772	CDS	741				3-oxoacyl-[acyl-carrier-protein] reductase FabG [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07773	CDS	870				Hca operon transcriptional activator [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07774	CDS	1143				FAD-dependent urate hydroxylase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07775	CDS	336				Helix-turn-helix domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07776	CDS	681				HTH-type transcriptional repressor KstR [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07777	tRNA	99				tRNA-Pro(tgg)
FGFFFLIJ_07778	CDS	1512				Oxygen-dependent choline dehydrogenase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07779	CDS	243				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07780	CDS	1233				imidazolonepropionase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07781	CDS	771				ANTAR domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07782	CDS	678				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07783	CDS	387				Barstar (barnase inhibitor) [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07784	CDS	276				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07785	CDS	360				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07786	CDS	390				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07787	CDS	714				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07788	CDS	735				ANTAR domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07789	CDS	1434				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07790	CDS	3618				Carboxylic acid reductase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07791	CDS	180				putative transporter YycB [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07792	CDS	1014				hypothetical protein
FGFFFLIJ_07793	CDS	741				Putative L-lactate dehydrogenase operon regulatory protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07794	CDS	444				Glyoxalase-like domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07795	CDS	1302				Enterobactin exporter EntS [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07796	CDS	792				HTH-type transcriptional activator RhaR [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07797	CDS	1332				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07798	CDS	444				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07799	CDS	780				Protein involved in sporulation [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07800	CDS	537				Calerythrin [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07801	CDS	423				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07802	CDS	312				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07803	CDS	507				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07804	CDS	2358				Helicase IV [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07805	CDS	1005				Soluble epoxide hydrolase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07806	CDS	777				putative oxidoreductase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07807	CDS	849				Arylamine N-acetyltransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07808	CDS	807				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07809	CDS	246				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07810	CDS	1404				Putative cytochrome P450 120 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07811	CDS	2766				Phosphoenolpyruvate synthase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07812	CDS	1647				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07813	CDS	1092				Linear gramicidin synthase subunit D [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07814	CDS	996				multifunctional nucleoside diphosphate kinase/apyrimidinic endonuclease [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07815	CDS	987				A-factor biosynthesis hotdog domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07816	CDS	639				Nitroreductase family protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07817	CDS	918				prenyltransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07818	CDS	1266				imidazolonepropionase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07819	CDS	864				Putative S-adenosyl-L-methionine-dependent methyltransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07820	CDS	432				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07821	CDS	798				metal-dependent hydrolase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07822	CDS	624				CGNR zinc finger [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07823	CDS	252				Stage II sporulation protein E (SpoIIE) [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07824	CDS	717				Trans-aconitate 2-methyltransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07825	CDS	912				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07826	CDS	426				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07827	CDS	171				Tautomerase enzyme [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07828	CDS	813				Ribonuclease BN-like family protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07829	CDS	1407				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07830	CDS	462				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07831	CDS	288				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07832	CDS	501				putative transcriptional regulatory protein NarL [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07833	CDS	474				Carboxymuconolactone decarboxylase family protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07834	CDS	2274				Serine/threonine-protein kinase PknK [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07835	CDS	486				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07836	CDS	2685				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07837	CDS	1515				Alpha-amylase precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07838	CDS	1413				Multidrug resistance protein stp [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07839	CDS	495				RDD family protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07840	CDS	501				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07841	CDS	1308				3-phytase precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07842	CDS	948				HTH-type transcriptional regulator CatM [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07843	CDS	1275				Major Facilitator Superfamily protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07844	CDS	933				Glutamate racemase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07845	CDS	876				ECF RNA polymerase sigma factor SigJ [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07846	CDS	699				FMN-dependent NADH-azoreductase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07847	CDS	1182				Phosphoserine phosphatase RsbU [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07848	CDS	522				putative HTH-type transcriptional regulator YusO [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07849	CDS	333				Anti-sigma-B factor antagonist [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07850	CDS	426				Polyketide cyclase / dehydrase and lipid transport [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07851	CDS	438				Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07852	CDS	1344				Phosphoserine phosphatase RsbU [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07853	CDS	1017				Serine/threonine-protein kinase RsbT [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07854	CDS	474				Serine/threonine-protein kinase RsbT [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07855	CDS	411				RsbT antagonist protein RsbS [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07856	CDS	885				RsbT co-antagonist protein RsbRA [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07857	CDS	909				RNA polymerase sigma factor SigF [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07858	CDS	1281				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07859	CDS	651				Acetoacetate decarboxylase (ADC) [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07860	CDS	162				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07861	CDS	1767				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07862	CDS	1101				2-aminoadipate transaminase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07863	CDS	1092				L-lactate dehydrogenase (cytochrome) [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07864	CDS	768				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07865	CDS	990				Clavaminate synthase 1 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07866	CDS	630				Acetyltransferase (GNAT) family protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07867	CDS	501				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07868	CDS	2709				Regulatory protein AfsR [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07869	CDS	933				Aegerolysin [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07870	CDS	525				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07871	CDS	870				Hca operon transcriptional activator [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07872	CDS	975				Metallo-beta-lactamase superfamily protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07873	CDS	1029				Alpha-aminoadipate--LysW ligase LysX [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07874	CDS	816				Ribosomal protein S6 modification protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07875	CDS	819				Aminoglycoside 3'-phosphotransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07876	CDS	675				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07877	CDS	1146				FAD-dependent urate hydroxylase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07878	CDS	1191				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07879	CDS	570				Transcriptional regulator, TetR family [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07880	CDS	2619				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07881	CDS	1230				Major Facilitator Superfamily protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07882	CDS	198				GTP cyclohydrolase 1 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07883	CDS	153				GTP cyclohydrolase 1 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07884	CDS	735				7-carboxy-7-deazaguanine synthase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07885	CDS	819				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07886	CDS	789				D-beta-hydroxybutyrate dehydrogenase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07887	CDS	537				Putative oxidoreductase MhqP [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07888	CDS	471				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07889	CDS	798				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07890	CDS	462				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07891	CDS	1116				Aryl-alcohol dehydrogenase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07892	CDS	1191				Carboxypeptidase G2 precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07893	CDS	603				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07894	CDS	822				hypothetical protein
FGFFFLIJ_07895	CDS	897				hypothetical protein
FGFFFLIJ_07896	CDS	1056				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07897	CDS	909				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07898	CDS	1338				WD40-like Beta Propeller Repeat protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07899	CDS	1236				Threonine--tRNA ligase 1 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07900	CDS	735				Alpha/beta hydrolase family protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07901	CDS	1602				Glutamyl-tRNA(Gln) amidotransferase subunit A [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07902	CDS	852				3-oxoacyl-[acyl-carrier-protein] reductase FabG [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07903	CDS	957				Helix-turn-helix protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07904	CDS	1263				UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07905	CDS	1065				Transcriptional regulator NovG [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07906	CDS	240				Phosphopantetheine attachment site [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07907	CDS	1713				2,3-dihydroxybenzoate-AMP ligase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07908	CDS	768				Phenyloxazoline synthase MbtB [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07909	CDS	1209				Monomeric sarcosine oxidase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07910	CDS	2940				Phthiocerol synthesis polyketide synthase type I PpsE [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07911	CDS	522				CGNR zinc finger [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07912	CDS	1488				Multidrug resistance protein stp [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07913	CDS	525				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07914	CDS	1302				L-galactonate transporter [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07915	CDS	1308				Protein involved in sporulation [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07916	CDS	1104				UDP-N-acetylenolpyruvoylglucosamine reductase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07917	CDS	1065				Ferric enterobactin transport system permease protein FepG [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07918	CDS	1131				putative siderophore transport system permease protein YfiZ precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07919	CDS	996				Fe(3+)-citrate-binding protein YfmC precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07920	CDS	612				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07921	CDS	288				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07922	CDS	519				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07923	CDS	735				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07924	CDS	1620				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07925	CDS	1200				ATPase RavA [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07926	CDS	1752				Oligo-1,6-glucosidase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07927	CDS	1134				Putative amidase domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07928	CDS	1278				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07929	CDS	2049				Penicillin-binding protein 1A [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07930	CDS	528				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07931	CDS	654				Transcriptional regulatory protein TcrA [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07932	CDS	1206				Signal transduction histidine-protein kinase BaeS [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07933	CDS	10884				Surfactin synthase subunit 1 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07934	CDS	7536				Linear gramicidin synthase subunit B [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07935	CDS	4410				Linear gramicidin synthase subunit D [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07936	CDS	954				Daunorubicin/doxorubicin resistance ATP-binding protein DrrA [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07937	CDS	834				ABC-2 type transporter [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07938	CDS	252				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07939	CDS	432				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07940	CDS	906				RNA polymerase sigma factor SigF [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07941	CDS	267				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07942	CDS	837				putative hydrolase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07943	CDS	594				Transcriptional regulator, TetR family [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07944	CDS	348				HTH-type transcriptional regulator [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07945	CDS	1104				1,5-anhydro-D-fructose reductase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07946	CDS	630				Ricin-type beta-trefoil lectin domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07947	CDS	1143				3-hydroxybenzoate 6-hydroxylase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07948	CDS	966				DNA-binding transcriptional repressor ExuR [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07949	CDS	531				Methylated-DNA--protein-cysteine methyltransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07950	CDS	948				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07951	CDS	417				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07952	CDS	780				Gluconate 5-dehydrogenase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07953	CDS	786				Tetracycline repressor protein class E [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07954	CDS	2286				UvrABC system protein A [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07955	CDS	240				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07956	CDS	1230				Cytochrome P450 165B3 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07957	CDS	1215				Cytochrome P450 165B3 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07958	CDS	402				ANTAR domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07959	CDS	558				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07960	CDS	1749				Acyl-CoA dehydrogenase, short-chain specific [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07961	CDS	312				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07962	CDS	390				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07963	CDS	378				Anti-sigma-B factor antagonist [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07964	CDS	417				STAS domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07965	CDS	564				STAS domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_07966	CDS	414				Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [Streptomyces rimosus subsp. rimosus]
